,geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Channel5_impression,Competitor_Discount,GQV,Geo_GDP,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Channel5_spend,conversions,revenue_per_conversion,population,geo_tier,Channel4_reach,Channel5_reach,Channel4_frequency,Channel5_frequency
26,Geo0,7/26/2021,776997,0,0,227256,680161,0,1.6314125,-0.4868409,-1.786305,6668.3813,0,0,1764.4562,5538.8936,0,11235695,0.019966245,574674.6,2,395177,0,1.7211553,0
27,Geo0,8/2/2021,0,0,199708,566940,0,0,-1.0606947,1.2662815,-2.1615958,0,0,1743.2004,4401.823,0,0,7017328.5,0.020002251,574674.6,2,0,0,0,0
28,Geo0,8/9/2021,319138,104297,0,453860,878163,136828,-0.7168475,-1.5298564,2.0670288,2738.9216,1034.1818,0,3523.85,7151.323,1072.4781,9708442,0.020008331,574674.6,2,313260,123378,2.803304,1.1090146
29,Geo0,8/16/2021,1075074,51492,406712,0,1574028,379848,0.18574396,-0.4216944,1.2790563,9226.552,510.58124,3550.086,0,12818.102,2977.305,9949643,0.020116974,574674.6,2,508822,254364,3.0934746,1.4933245
30,Geo0,8/23/2021,2338050,1866274,933718,1326624,2043606,2886148,0.5344184,1.2476876,1.7448658,20065.727,18505.486,8150.1875,10300.145,16642.111,22622.057,11751187,0.020022782,574674.6,2,547510,571257,3.7325456,5.052276
31,Geo0,8/30/2021,771596,328527,414761,814815,1466086,354571,0.48353702,-0.24368845,-0.21751693,6622.029,3257.588,3620.3435,6326.369,11939.076,2779.18,10962560,0.019972084,574674.6,2,489399,207015,2.9956865,1.7127793
32,Geo0,9/6/2021,1094199,0,0,726902,1166799,512401,1.4803275,-1.3028535,0.52381563,9390.688,0,0,5643.7964,9501.831,4016.275,11878502,0.020125588,574674.6,2,402205,457635,2.9010057,1.1196718
33,Geo0,9/13/2021,1671047,0,1649182,1248921,1350670,1093311,1.5682936,0.6676184,-0.21122956,14341.341,0,14395.291,9696.845,10999.185,8569.534,13081820,0.019910302,574674.6,2,480984,480334,2.808139,2.2761474
34,Geo0,9/20/2021,1085580,1285116,874350,258411,2371442,1951790,0.5933823,0.012242496,3.4266088,9316.718,12742.875,7631.9795,2006.3491,19311.846,15298.419,13098756,0.019885842,574674.6,2,578421,571179,4.0998545,3.417125
35,Geo0,9/27/2021,1383114,0,857206,151314,232468,871882,0.5166248,0.57391495,0.35125494,11870.228,0,7482.334,1174.8289,1893.1039,6833.9404,12406050,0.019850992,574674.6,2,191201,403899,1.2158304,2.1586635
36,Geo0,10/4/2021,112334,0,0,0,638414,253853,0.5489273,-1.1462377,-0.12389517,964.0783,0,0,0,5198.9263,1989.7374,10279399,0.019949313,574674.6,2,298945,198705,2.1355567,1.2775371
37,Geo0,10/11/2021,1185942,0,293715,206788,257138,814688,2.2374632,-1.8091164,0.5491183,10178.049,0,2563.7637,1605.5388,2094.0042,6385.645,13577080,0.01996484,574674.6,2,236831,454502,1.0857447,1.792485
38,Geo0,10/18/2021,1088614,367868,346654,941815,2446662,628983,1.7008259,-0.49047205,0.74451166,9342.756,3647.683,3025.8547,7312.4194,19924.4,4930.062,13377735,0.020059222,574674.6,2,569224,325648,4.298241,1.9314812
39,Geo0,10/25/2021,1001649,451954,0,0,1788986,0,1.1467624,-2.3441017,0.5367947,8596.401,4481.458,0,0,14568.613,0,11448460,0.019898737,574674.6,2,514131,0,3.4796307,0
40,Geo0,11/1/2021,299579,579134,942399,587486,1372239,1689996,0.6069184,-0.43546695,2.2933774,2571.0615,5742.5415,8225.962,4561.346,11174.833,13246.439,12588919,0.019890126,574674.6,2,506649,519799,2.7084608,3.251249
41,Geo0,11/8/2021,0,0,0,0,0,0,0.96073556,-1.6877737,-1.287363,0,0,0,0,0,0,10882119,0.020044088,574674.6,2,0,0,0,0
42,Geo0,11/15/2021,1060450,0,0,0,671022,0,1.4665935,-2.0642629,-0.07879322,9101.046,0,0,0,5464.47,0,10759900,0.020140301,574674.6,2,405073,0,1.6565459,0
43,Geo0,11/22/2021,0,0,2624042,1013911,1339948,1543278,-1.10501,0.5833616,2.9959717,0,0,22904.598,7872.186,10911.871,12096.442,10825918,0.020139413,574674.6,2,583526,569891,2.2962952,2.708023
44,Geo0,11/29/2021,0,0,0,0,168144,0,-0.3744915,-1.7510234,0.861684,0,0,0,0,1369.2812,0,9549512,0.01995254,574674.6,2,147979,0,1.1362693,0
45,Geo0,12/6/2021,446276,0,548030,9323,1869925,473846,0.7822411,-0.9013078,0.25460023,3830.0515,0,4783.615,72.38544,15227.74,3714.0752,11468712,0.019835396,574674.6,2,502592,339689,3.7205627,1.3949406
46,Geo0,12/13/2021,0,0,146979,332504,505890,0,1.3638898,-1.3788705,-0.27342784,0,0,1282.9424,2581.6204,4119.717,0,10991220,0.01997505,574674.6,2,382131,0,1.3238654,0
47,Geo0,12/20/2021,620306,0,380610,756997,99412,0,-0.36803678,0.2483815,-0.3234943,5323.6206,0,3322.2483,5877.4595,809.56195,0,8796824,0.019927667,574674.6,2,91761,0,1.0833796,0
48,Geo0,12/27/2021,576671,338329,47918,200386,1962510,1675988,0.4084825,-0.3982875,2.2740147,4949.134,3354.782,418.26407,1555.8326,15981.706,13136.642,11544311,0.01991765,574674.6,2,546290,549804,3.5924325,3.0483372
49,Geo0,1/3/2022,504133,724233,1035690,1193853,710135,161126,-1.0714774,1.3011082,0.4992837,4326.595,7181.3057,9040.275,9269.288,5782.9863,1262.9294,8866993,0.020091422,574674.6,2,406327,121625,1.7476934,1.324777
50,Geo0,1/10/2022,1033859,0,0,0,0,242455,-0.1846711,1.3973907,-1.3543575,8872.835,0,0,0,0,1900.3982,10769490,0.019914554,574674.6,2,0,207251,0,1.1698617
51,Geo0,1/17/2022,656146,0,68485,1701264,0,0,-1.7030696,0.6619446,0.7348002,5631.208,0,597.7882,13208.917,0,0,8820616,0.019968018,574674.6,2,0,0,0,0
52,Geo0,1/24/2022,194629,0,0,0,0,0,-1.7031775,-1.7933595,0.04256451,1670.3545,0,0,0,0,0,7527432,0.01999393,574674.6,2,0,0,0,0
53,Geo0,1/31/2022,258353,0,602270,1208426,159052,0,-1.0337846,0.38048393,-0.4581041,2217.2498,0,5257.062,9382.435,1295.2405,0,8636246,0.020035867,574674.6,2,140058,0,1.1356152,0
54,Geo0,2/7/2022,0,0,0,0,0,0,-0.60819393,-0.24504566,-0.49674883,0,0,0,0,0,0,8538366,0.01988373,574674.6,2,0,0,0,0
55,Geo0,2/14/2022,1281360,1825655,52129,487136,273541,0,0.28374648,-0.4980191,0.48569465,10996.95,18102.719,455.0208,3782.2107,2227.582,0,10847401,0.020197256,574674.6,2,179630,0,1.5228025,0
56,Geo0,2/21/2022,708601,0,0,0,935480,363758,-1.2501128,0.2909801,0.7852724,6081.39,0,0,0,7618.0845,2851.189,7687506,0.019757098,574674.6,2,552330,287159,1.6936976,1.2667477
57,Geo0,2/28/2022,926477,0,940762,157715,631678,1154558,-0.095172524,0.005436719,0.33992708,7951.256,0,8211.673,1224.5273,5144.072,9049.597,11253669,0.020014761,574674.6,2,302384,461067,2.0889928,2.5041003
58,Geo0,3/7/2022,630282,0,0,381092,479981,1033428,0.3526881,0.37976557,-0.98278093,5409.237,0,0,2958.8662,3908.7268,8100.1616,10001695,0.019898083,574674.6,2,262819,462344,1.8262796,2.2351928
59,Geo0,3/14/2022,870721,243993,0,1257177,246891,0,0.65334177,0.07570675,-1.7160047,7472.744,2419.371,0,9760.946,2010.5576,0,9554407,0.01994418,574674.6,2,210989,0,1.1701605,0
60,Geo0,3/21/2022,0,0,0,831370,0,0,-1.9576879,1.2083622,-2.4032087,0,0,0,6454.905,0,0,6412323,0.019924626,574674.6,2,0,0,0,0
61,Geo0,3/28/2022,2542466,764364,1621455,2337346,33379,931625,-0.5035656,3.0220313,-0.68967545,21820.076,7579.234,14153.27,18147.572,271.822,7302.2144,10949057,0.020010162,574674.6,2,31913,517506,1.0459374,1.8002207
62,Geo0,4/4/2022,276632,542953,2381131,398114,0,345795,-0.33933994,1.700877,-1.6365038,2374.1245,5383.7803,20784.287,3091.028,0,2710.3926,9765894,0.01987516,574674.6,2,0,241929,0,1.4293243
63,Geo0,4/11/2022,0,1162811,0,0,0,905841,-0.6625648,1.7657931,-1.3532684,0,11530.13,0,0,0,7100.116,9266074,0.01985437,574674.6,2,0,491999,0,1.841144
64,Geo0,4/18/2022,41420,0,1279749,775649,0,0,-1.4756908,0.16546303,-1.3695029,355.47675,0,11170.604,6022.277,0,0,7833468,0.01978644,574674.6,2,0,0,0,0
65,Geo0,4/25/2022,1812519,25902,1220848,1282289,1869845,1745045,1.7761669,1.3138758,0.5741492,15555.489,256.83746,10656.473,9955.92,15227.089,13677.921,14296097,0.020224202,574674.6,2,514513,574539,3.6342037,3.037296
66,Geo0,5/2/2022,0,151607,57952,1123689,242988,849484,-1.5211041,0.8611411,0.65191126,0,1503.2955,505.84833,8724.522,1978.7736,6658.3813,8867819,0.019895671,574674.6,2,168169,419147,1.4449036,2.0266972
67,Geo0,5/9/2022,792284,0,773689,0,0,0,0.44743052,0.61385405,-0.031641603,6799.5786,0,6753.335,0,0,0,10591899,0.019982304,574674.6,2,0,0,0,0
68,Geo0,5/16/2022,0,0,0,0,0,0,-0.449393,-1.1354073,-1.7403343,0,0,0,0,0,0,7872004,0.020153064,574674.6,2,0,0,0,0
69,Geo0,5/23/2022,789550,1060654,650741,186160,1443604,1017931,1.0137682,0.81073344,-0.010508299,6776.1143,10517.168,5680.153,1445.3794,11755.994,7978.694,12915034,0.020095972,574674.6,2,483694,407786,2.9845397,2.4962382
70,Geo0,5/30/2022,754453,835878,1287755,1131356,1848739,366089,-0.5040517,1.0885755,1.2110634,6474.9033,8288.348,11240.487,8784.05,15055.212,2869.4597,11608348,0.020000018,574674.6,2,544723,272950,3.3939066,1.341231
71,Geo0,6/6/2022,907898,895232,482562,2654322,994032,308125,1.3566928,2.092255,-1.7901965,7791.8066,8876.887,4212.1616,20608.63,8094.903,2415.1294,13827055,0.019920766,574674.6,2,420804,216253,2.362221,1.4248357
72,Geo0,6/13/2022,526420,0,0,203007,0,0,-0.0682064,-0.7499942,-0.14537427,4517.8677,0,0,1576.1825,0,0,10434042,0.019850073,574674.6,2,0,0,0,0
73,Geo0,6/20/2022,1273873,402562,0,1197461,1901780,1399982,0.9012532,1.1160891,0.67244935,10932.695,3991.6997,0,9297.301,15487.151,10973.266,13153993,0.01997593,574674.6,2,545544,511851,3.4860249,2.7351358
74,Geo0,6/27/2022,212525,0,1206650,410053,629694,0,-0.05294159,1.1223433,-1.5830078,1823.9424,0,10532.542,3183.7246,5127.915,0,9764014,0.020107562,574674.6,2,370372,0,1.7001663,0
75,Geo0,7/4/2022,778201,0,476760,685343,0,0,-0.4711473,0.004147425,-0.5923023,6678.7144,0,4161.517,5321.125,0,0,9448519,0.020033047,574674.6,2,0,0,0,0
76,Geo0,7/11/2022,1863812,1205164,2400233,1363778,1815621,1834307,0.97184765,2.1810014,0.6549464,15995.698,11950.092,20951.025,10588.616,14785.515,14377.57,12245805,0.02003567,574674.6,2,551453,559083,3.292431,3.2809207
77,Geo0,7/18/2022,1250171,471507,145879,38793,627318,403371,-0.5091849,-0.37672544,1.9029328,10729.278,4675.3403,1273.3407,301.19577,5108.566,3161.6816,10289679,0.019901432,574674.6,2,368091,276511,1.704247,1.4587883
78,Geo0,7/25/2022,982620,0,450316,440204,0,163222,0.014426768,0.51399195,-0.17194062,8433.089,0,3930.6943,3417.8223,0,1279.3583,9106445,0.01983242,574674.6,2,0,132396,0,1.2328318
79,Geo0,8/1/2022,0,0,270126,975452,0,263200,-1.7036216,-0.057071947,0.260086,0,0,2357.8613,7573.583,0,2063.0007,7748759.5,0.019920167,574674.6,2,0,224902,0,1.1702875
80,Geo0,8/8/2022,0,0,1044567,367839,688822,687930,-1.1631242,-1.2386163,2.3949156,0,0,9117.76,2855.9675,5609.424,5392.097,8811361,0.019958036,574674.6,2,491989,443965,1.400076,1.549514
81,Geo0,8/15/2022,0,0,0,0,952920,905495,1.5219566,-3.2678456,1.010898,0,0,0,0,7760.107,7097.404,11305778,0.019897996,574674.6,2,548729,422666,1.7365949,2.1423416
82,Geo0,8/22/2022,1555093,94582,0,600525,847147,0,0.007479966,-0.25054824,0.8489462,13346.195,937.85046,0,4662.583,6898.7446,0,10669640,0.019994034,574674.6,2,408946,0,2.0715375,0
83,Geo0,8/29/2022,1549589,0,872595,42927,653451,1695593,1.0987949,-0.30013347,1.4072392,13298.958,0,7616.6606,333.29288,5321.3804,13290.309,12092972,0.020069445,574674.6,2,320633,576043,2.038003,2.9435182
84,Geo0,9/5/2022,0,0,0,0,0,0,0.27793342,-1.5237888,-1.0458925,0,0,0,0,0,0,8280409,0.020015763,574674.6,2,0,0,0,0
85,Geo0,9/12/2022,0,0,215242,238149,745842,0,-2.2181096,-0.28636461,1.3281214,0,0,1878.7928,1849.0312,6073.7666,0,7805430.5,0.020016339,574674.6,2,446023,0,1.6722052,0
86,Geo0,9/19/2022,0,0,0,0,0,0,-1.765347,-3.451572,1.4635061,0,0,0,0,0,0,6805826,0.02017129,574674.6,2,0,0,0,0
87,Geo0,9/26/2022,0,0,599883,194082,0,0,-0.51214725,-0.8163688,0.7117065,0,0,5236.2266,1506.8872,0,0,8440957,0.02011726,574674.6,2,0,0,0,0
88,Geo0,10/3/2022,0,232610,0,0,796077,16269,-1.4658784,-1.4224102,2.313076,0,2306.5,0,0,6482.8555,127.51883,7731225.5,0.020014528,574674.6,2,460600,15772,1.7283478,1.0315115
89,Geo0,10/10/2022,2685973,1387000,1310569,880542,693162,869117,0.7197635,1.2349856,1.0127175,23051.688,13753.13,11439.624,6836.685,5644.767,6812.268,12400443,0.019926105,574674.6,2,440944,479011,1.5719955,1.8143989
90,Geo0,10/17/2022,135220,427378,1445814,0,369782,88328,0.13013577,-1.0224075,1.3820982,1160.4916,4237.7686,12620.144,0,3011.321,692.32794,10133608,0.019731062,574674.6,2,234275,88504,1.57841,0.9980114
91,Geo0,10/24/2022,729080,0,784345,1061194,0,945626,-0.8344057,0.81457627,0.0720737,6257.146,0,6846.3486,8239.3,0,7411.9565,8004681.5,0.020033669,574674.6,2,0,431149,0,2.1932697
92,Geo0,10/31/2022,0,0,0,524420,0,0,-0.1431706,-2.9796386,-0.52216774,0,0,0,4071.6902,0,0,9530856,0.020087138,574674.6,2,0,0,0,0
93,Geo0,11/7/2022,1637500,0,70624,637841,0,0,0.5913113,-1.5927696,-1.6722084,14053.432,0,616.459,4952.311,0,0,10232094,0.0200384,574674.6,2,0,0,0,0
94,Geo0,11/14/2022,1228134,822866,785971,1417128,736689,1251960,0.04933905,0.91773534,0.6814686,10540.151,8159.3247,6860.5415,11002.834,5999.229,9813.048,11203693,0.020007318,574674.6,2,437296,566662,1.6846461,2.2093594
95,Geo0,11/21/2022,1812495,0,0,94630,1046469,231909,0.64309114,-0.6550323,-0.33663368,15555.283,0,0,734.7242,8521.924,1817.7372,9978931,0.019847356,574674.6,2,483758,191170,2.1632075,1.2131035
96,Geo0,11/28/2022,1689020,248927,1541037,1048787,1773870,439159,0.43392903,-0.43642068,0.9360106,14495.59,2468.2952,13451.321,8142.969,14445.516,3442.1934,10359935,0.019941235,574674.6,2,550946,303077,3.2196803,1.4490014
97,Geo0,12/5/2022,0,0,0,0,0,0,-2.6335444,-1.8935874,-0.23028684,0,0,0,0,0,0,4612855.5,0.020025436,574674.6,2,0,0,0,0
98,Geo0,12/12/2022,871256,111390,827392,258079,263445,0,0.52603215,-1.2156203,1.4624705,7477.3354,1104.5142,7222.095,2003.7714,2145.3652,0,9888067,0.019997722,574674.6,2,214823,0,1.2263352,0
99,Geo0,12/19/2022,773176,1033537,1315569,1955618,1010392,2718034,0.3216443,0.6831563,1.1445928,6635.5884,10248.283,11483.268,15183.767,8228.131,21304.354,12195711,0.019866897,574674.6,2,459815,568814,2.1973882,4.7784233
100,Geo0,12/26/2022,0,0,682371,61003,6422,0,-0.56397897,-1.664125,-0.17176782,0,0,5956.2437,473.63815,52.297577,0,7866858.5,0.01999556,574674.6,2,6411,0,1.0017158,0
101,Geo0,1/2/2023,834873,0,0,327599,0,0,-0.3649878,-0.9770073,-0.5143336,7165.0874,0,0,2543.537,0,0,8623792,0.020037128,574674.6,2,0,0,0,0
102,Geo0,1/9/2023,0,0,478803,193940,1222710,880144,-0.35744393,-0.99805295,2.2979112,0,0,4179.35,1505.7848,9957.143,6898.699,10561330,0.02015176,574674.6,2,480994,437311,2.5420485,2.0126271
103,Geo0,1/16/2023,0,1204244,0,39975,720400,502682,-1.0072607,-1.5605434,2.1572862,0,11940.969,0,310.37302,5866.5796,3940.096,9323728,0.01996865,574674.6,2,470149,349828,1.5322802,1.4369404
104,Geo0,1/23/2023,1332360,109809,713417,991173,667111,1808617,-1.119508,1.2957783,0.32993734,11434.645,1088.8374,6227.236,7695.644,5432.6206,14176.208,10123456,0.020081285,574674.6,2,425206,525542,1.5689125,3.441432
105,Geo0,1/30/2023,721464,1166443,601281,1049876,1055409,624172,-0.38995254,1.3832645,0.6790696,6191.7837,11566.144,5248.4297,8151.4243,8594.727,4892.3525,10019021,0.020072624,574674.6,2,476067,423329,2.2169337,1.4744371
106,Geo0,2/6/2023,1345728,0,0,930624,495998,906340,1.4422975,0.18001226,0.2950394,11549.372,0,0,7225.5303,4039.1611,7104.027,13381476,0.020008044,574674.6,2,322126,488132,1.5397639,1.8567519
107,Geo0,2/13/2023,509751,0,0,0,307992,409236,1.6688325,-0.9294889,0.06260301,4374.81,0,0,0,2508.1338,3207.6526,11717671,0.020017056,574674.6,2,200217,376648,1.538291,1.0865211
108,Geo0,2/20/2023,1251611,727938,1027315,709974,1657594,1639073,1.0771635,1.6180604,0.5554067,10741.637,7218.0435,8967.172,5512.3643,13498.622,12847.297,12732235,0.019908685,574674.6,2,551035,532041,3.0081465,3.0807269
109,Geo0,2/27/2023,0,0,396722,0,0,0,-1.0334797,0.8076824,-2.4072576,0,0,3462.8857,0,0,0,7490020.5,0.019970378,574674.6,2,0,0,0,0
110,Geo0,3/6/2023,1794903,0,1186170,306844,621426,840531,1.653906,0.4517089,-0.81590885,15404.304,0,10353.777,2382.3916,5060.5845,6588.2065,13370035,0.019871725,574674.6,2,396103,512015,1.5688496,1.641614
111,Geo0,3/13/2023,0,859150,368221,730891,0,0,-1.1551905,2.119439,-2.727619,0,8519.107,3214.1077,5674.768,0,0,7225939,0.020215182,574674.6,2,0,0,0,0
112,Geo0,3/20/2023,0,0,0,0,0,0,0.31317103,-2.7140193,-1.1671154,0,0,0,0,0,0,8329691,0.020165693,574674.6,2,0,0,0,0
113,Geo0,3/27/2023,630961,48122,210069,1639143,361681,474447,-0.42871666,1.2647688,-0.43914843,5415.064,477.1652,1833.639,12726.598,2945.3506,3718.7856,9738016,0.020043503,574674.6,2,256958,301144,1.4075491,1.5754821
114,Geo0,4/3/2023,1210558,0,312901,1418799,736967,48802,0.34883797,3.4115586,-2.4888554,10389.31,0,2731.2334,11015.808,6001.493,382.5173,11821884,0.019859556,574674.6,2,420615,47498,1.7521178,1.0274538
115,Geo0,4/10/2023,0,805441,608112,0,0,0,-2.6410253,1.487718,-1.7637959,0,7986.543,5308.0557,0,0,0,5516774.5,0.01992052,574674.6,2,0,0,0,0
116,Geo0,4/17/2023,284274,0,0,308186,0,0,-1.170709,0.81912863,-1.1404108,2439.7102,0,0,2392.811,0,0,7876449.5,0.019876903,574674.6,2,0,0,0,0
117,Geo0,4/24/2023,1030843,1159612,1152622,606456,0,0,-2.0808,3.0630493,-0.29133224,8846.951,11498.41,10060.945,4708.6323,0,0,8301475,0.019966368,574674.6,2,0,0,0,0
118,Geo0,5/1/2023,680508,0,85005,527199,0,243158,-0.8017687,1.8604181,-1.0748049,5840.289,0,741.98706,4093.267,0,1905.9083,9681568,0.02003949,574674.6,2,0,231903,0,1.0485332
119,Geo0,5/8/2023,611875,0,1222496,513408,312194,677119,-0.33135968,0.73778236,-0.45615497,5251.2637,0,10670.858,3986.1912,2542.3528,5307.359,10596721,0.020055762,574674.6,2,218329,421173,1.4299246,1.6076981
120,Geo0,5/15/2023,566345,0,0,764700,0,0,-0.80601114,-0.008001834,-1.9383894,4860.5137,0,0,5937.267,0,0,7518396,0.020054348,574674.6,2,0,0,0,0
121,Geo0,5/22/2023,441893,0,522933,0,0,216863,-1.648633,0.80115587,-0.21643475,3792.4355,0,4564.5493,0,0,1699.8043,7294011.5,0.019942096,574674.6,2,0,202608,0,1.0703576
122,Geo0,5/29/2023,0,0,883364,0,0,205982,-1.8162847,0.5105782,-0.48426342,0,0,7710.6606,0,0,1614.5173,7268035,0.019941477,574674.6,2,0,190897,0,1.0790217
123,Geo0,6/5/2023,0,0,0,642638,0,0,-2.0643153,1.0915896,-2.5180573,0,0,0,4989.556,0,0,5771270,0.020103088,574674.6,2,0,0,0,0
124,Geo0,6/12/2023,256340,0,1727431,151277,1108100,0,-0.6350522,1.6989433,-0.7783741,2199.9736,0,15078.307,1174.5416,9023.816,0,9172165,0.020076107,574674.6,2,456570,0,2.42701,0
125,Geo0,6/19/2023,800745,738852,0,0,215097,0,0.8459047,-0.15502064,-0.5345997,6872.1924,7326.2637,0,0,1751.6431,0,10950698,0.019953573,574674.6,2,175153,0,1.228052,0
126,Geo0,6/26/2023,1415534,450146,1054617,2286706,788948,876462,-0.37792188,3.6423368,-0.4485014,12148.465,4463.5303,9205.484,17754.395,6424.8003,6869.839,10494976,0.019890446,574674.6,2,448661,443708,1.7584502,1.9753126
127,Geo0,7/3/2023,918935,0,1087712,635316,782698,114604,0.5697546,0.9088126,-0.3540294,7886.5283,0,9494.362,4932.7065,6373.9033,898.28314,11343892,0.020065075,574674.6,2,446603,89102,1.7525587,1.2862113
128,Geo0,7/10/2023,0,250305,0,0,624082,1166227,0.83781195,0.020790994,-0.7086917,0,2481.959,0,0,5082.214,9141.06,10630949,0.020075722,574674.6,2,257455,488073,2.424043,2.389452
